name,file,line,static
recompute_orthogonal_manhattanline,actions.c,4056,0
pix_conv,cairo_jpg.c,102,1
cairo_image_surface_write_to_jpeg_mem,cairo_jpg.c,149,0
cj_write,cairo_jpg.c,244,1
cairo_image_surface_write_to_jpeg_stream,cairo_jpg.c,264,0
cairo_image_surface_write_to_jpeg,cairo_jpg.c,296,0
cairo_image_surface_create_from_jpeg_mem,cairo_jpg.c,327,0
cairo_image_surface_create_from_jpeg,cairo_jpg.c,467,0
cj_read,cairo_jpg.c,504,1
cj_read,cairo_jpg.c,509,1
cairo_image_surface_create_from_jpeg,cairo_jpg.c,527,0
waves_selected,callback.c,29,1
redraw_w_a_l_r_p_z_rubbers,callback.c,112,0
abort_operation,callback.c,150,0
start_place_symbol,callback.c,200,1
start_line,callback.c,218,0
start_wire,callback.c,238,0
interpolate_yval,callback.c,268,1
backannotate_at_cursor_b_pos,callback.c,285,0
waves_callback,callback.c,421,1
end_place_move_copy_zoom,callback.c,1417,1
draw_snap_cursor_shape,callback.c,1497,1
erase_snap_cursor,callback.c,1518,1
find_snap_position,callback.c,1532,1
draw_snap_cursor,callback.c,1547,1
erase_crosshair,callback.c,1582,1
draw_crosshair_shape,callback.c,1602,1
draw_crosshair,callback.c,1621,0
unselect_at_mouse_pos,callback.c,1686,1
snapped_wire,callback.c,1696,1
check_menu_start_commands,callback.c,1717,1
add_wire_from_inst,callback.c,1828,1
add_wire_from_wire,callback.c,1858,1
edit_line_point,callback.c,1884,1
edit_wire_point,callback.c,1916,1
edit_rect_point,callback.c,1947,1
edit_polygon_point,callback.c,1988,1
context_menu_action,callback.c,2066,1
handle_mouse_wheel,callback.c,2191,1
end_shape_point_edit,callback.c,2243,1
unselect_attached_floaters,callback.c,2300,0
handle_enter_notify,callback.c,2348,1
handle_motion_notify,callback.c,2385,1
handle_key_press,callback.c,2519,1
handle_button_press,callback.c,4120,1
handle_button_release,callback.c,4383,1
handle_double_click,callback.c,4515,1
update_statusbar,callback.c,4557,1
handle_expose,callback.c,4619,1
handle_window_switching,callback.c,4638,1
callback,callback.c,4690,0
check_includes,check.c,27,1
check_breaks,check.c,38,1
update_conn_cues,check.c,48,0
sleep_ms,check.c,124,0
timer,check.c,139,0
trim_wires,check.c,154,0
touches_inst_pin,check.c,418,1
closest_point_calculation,check.c,442,1
break_wires_at_point,check.c,479,0
break_wires_at_pins,check.c,544,0
outcode,clip.c,31,1
clip,clip.c,43,0
lineclip,clip.c,80,0
clip_xy_to_short,clip.c,111,0
rectclip,clip.c,145,0
dist_from_rect,clip.c,160,0
dist,clip.c,178,0
touch,clip.c,234,0
clear_cairo_surface,draw.c,32,1
my_cairo_fill,draw.c,44,1
xserver_ok,draw.c,63,0
textclip,draw.c,81,0
print_image,draw.c,98,0
grabscreen,draw.c,178,0
set_cairo_color,draw.c,304,1
set_text_custom_font,draw.c,317,0
set_text_custom_font,draw.c,340,0
cairo_draw_string_line,draw.c,348,1
draw_string,draw.c,392,0
draw_string,draw.c,476,0
draw_temp_string,draw.c,546,0
get_sym_text_layer,draw.c,566,0
get_sym_text_size,draw.c,588,0
draw_symbol,draw.c,622,0
draw_temp_symbol,draw.c,904,0
drawgrid,draw.c,1069,1
my_cairo_drawline,draw.c,1255,1
my_cairo_drawpoints,draw.c,1271,1
check_cairo_drawline,draw.c,1284,1
check_cairo_drawpoints,draw.c,1291,1
draw_xhair_line,draw.c,1300,0
drawline,draw.c,1329,0
drawtempline,draw.c,1452,0
drawtemp_manhattanline,draw.c,1540,0
drawtemparc,draw.c,1572,0
arc_3_points,draw.c,1639,0
filledarc,draw.c,1673,0
drawarc,draw.c,1736,0
filledrect,draw.c,1850,0
polygon_bbox,draw.c,1947,0
arc_bbox,draw.c,1958,0
drawbezier,draw.c,2021,0
drawpolygon,draw.c,2090,0
drawtemppolygon,draw.c,2176,0
drawrect,draw.c,2222,0
drawtemprect,draw.c,2323,0
axis_increment,draw.c,2392,1
axis_start,draw.c,2423,1
axis_end,draw.c,2433,1
axis_within_range,draw.c,2440,1
get_unit,draw.c,2449,1
sch_waves_loaded,draw.c,2466,0
get_bus_value,draw.c,2484,1
get_bus_idx_array,draw.c,2531,1
set_thick_waves,draw.c,2563,1
graph_fullxzoom,draw.c,2584,0
graph_fullyzoom,draw.c,2682,0
draw_graph_bus_points,draw.c,2906,1
draw_graph_points,draw.c,2991,1
draw_graph_grid,draw.c,3118,1
setup_graph_data,draw.c,3212,0
draw_cursor,draw.c,3423,1
draw_cursor_difference,draw.c,3448,1
draw_hcursor,draw.c,3486,1
draw_hcursor_difference,draw.c,3513,1
draw_graph_variables,draw.c,3553,1
show_node_measures,draw.c,3685,1
embed_rawfile,draw.c,3792,0
edit_wave_attributes,draw.c,3818,0
calc_custom_data_yrange,draw.c,3944,0
find_closest_wave,draw.c,4015,0
draw_graph,draw.c,4239,0
draw_graph_all,draw.c,4661,1
png_reader,draw.c,4717,0
png_writer,draw.c,4726,0
my_memmem,draw.c,4748,0
edit_image,draw.c,4777,0
get_surface_from_file,draw.c,4916,1
get_surface_from_b64data,draw.c,5014,1
draw_image,draw.c,5080,0
draw_images_all,draw.c,5210,1
svg_embedded_graph,draw.c,5225,0
draw,draw.c,5328,0
XSetClipRectangles,draw.c,5579,0
XSetTile,draw.c,5584,0
MyXCopyArea,draw.c,5590,0
MyXCopyAreaDouble,draw.c,5609,0
mylog10,editprop.c,26,0
mylog,editprop.c,32,0
my_strcasecmp,editprop.c,38,0
my_strcasestr,editprop.c,48,0
my_strncasecmp,editprop.c,70,0
get_attr_val,editprop.c,87,0
strboolcmp,editprop.c,112,0
my_fgets_skip,editprop.c,137,0
my_fgets,editprop.c,152,0
my_strtok_r,editprop.c,202,0
my_strdup,editprop.c,236,0
my_strndup,editprop.c,257,0
my_expand,editprop.c,282,0
dbg,editprop.c,312,0
my_snprintf,editprop.c,323,0
my_snprintf,editprop.c,345,0
my_strdup2,editprop.c,470,0
atof_spice,editprop.c,489,0
atof_eng,editprop.c,531,0
my_itoa,editprop.c,566,0
dtoa,editprop.c,575,0
dtoa_eng,editprop.c,585,0
dtoa_prec,editprop.c,618,0
my_fopen,editprop.c,627,0
my_mstrcat,editprop.c,644,0
my_strcat,editprop.c,679,0
my_strcat2,editprop.c,704,0
my_strncat,editprop.c,729,0
my_calloc,editprop.c,757,0
my_malloc,editprop.c,771,0
my_realloc,editprop.c,783,0
my_free,editprop.c,806,0
my_strncpy,editprop.c,822,0
strtolower,editprop.c,839,0
strtoupper,editprop.c,844,0
set_inst_prop,editprop.c,851,0
my_atof,editprop.c,870,0
my_atod,editprop.c,927,0
count_lines_bytes,editprop.c,985,0
edit_rect_property,editprop.c,1012,1
edit_line_property,editprop.c,1115,1
edit_wire_property,editprop.c,1179,1
edit_arc_property,editprop.c,1235,1
edit_polygon_property,editprop.c,1311,1
edit_text_property,editprop.c,1401,1
drc_check,editprop.c,1538,0
update_symbol,editprop.c,1588,1
edit_symbol_property,editprop.c,1761,1
change_elem_order,editprop.c,1807,0
str_replace,editprop.c,1894,0
str_chars_replace,editprop.c,1939,0
edit_property,editprop.c,1956,0
find_closest_wire,findnet.c,28,1
find_closest_bezier,findnet.c,54,1
find_closest_polygon,findnet.c,122,1
find_closest_line,findnet.c,168,1
find_closest_net_or_symbol_pin,findnet.c,201,0
xfind_closest_net_or_symbol_pin,findnet.c,274,0
find_closest_arc,findnet.c,336,1
find_closest_box,findnet.c,398,1
find_closest_element,findnet.c,432,1
find_closest_text,findnet.c,457,1
find_closest_obj,findnet.c,506,0
compile_font,font.c,25,0
init_inst_iterator,hash_iterator.c,25,0
inst_iterator_next,hash_iterator.c,50,0
init_wire_iterator,hash_iterator.c,81,0
wire_iterator_next,hash_iterator.c,105,0
init_object_iterator,hash_iterator.c,137,0
object_iterator_next,hash_iterator.c,160,0
hi_hash,hilight.c,25,1
hilight_hash_free_entry,hilight.c,46,1
hilight_hash_free,hilight.c,58,1
hilight_hash_lookup,hilight.c,70,1
inst_hilight_hash_lookup,hilight.c,128,0
bus_hilight_hash_lookup,hilight.c,148,0
hier_hilight_hash_lookup,hilight.c,195,0
copy_hilights,hilight.c,210,0
display_hilights,hilight.c,246,0
there_are_hilights,hilight.c,276,1
hilight_graph_node,hilight.c,290,0
get_color,hilight.c,359,0
incr_hilight_color,hilight.c,372,0
set_rawfile_for_bespice,hilight.c,378,1
create_plot_cmd,hilight.c,403,0
clear_all_hilights,hilight.c,538,0
hilight_net_pin_mismatches,hilight.c,551,0
hilight_parent_pins,hilight.c,596,0
hilight_child_pins,hilight.c,676,0
bus_search,hilight.c,744,1
win_regexec,hilight.c,755,0
search,hilight.c,775,0
drill_hilight,hilight.c,1083,1
hilight_netname,hilight.c,1166,0
send_net_to_bespice,hilight.c,1184,1
send_net_to_graph,hilight.c,1223,1
send_net_to_gaw,hilight.c,1254,1
send_current_to_bespice,hilight.c,1294,1
send_current_to_graph,hilight.c,1329,1
send_current_to_gaw,hilight.c,1373,1
propagate_hilights,hilight.c,1422,0
get_logic_value,hilight.c,1494,1
eval_logic_expr,hilight.c,1514,1
create_simdata,hilight.c,1686,1
free_simdata,hilight.c,1713,0
propagate_logic,hilight.c,1731,1
logic_set,hilight.c,1855,0
hilight_net,hilight.c,1924,0
unhilight_net,hilight.c,1999,0
redraw_hilights,hilight.c,2035,0
select_hilight_net,hilight.c,2043,0
resolved_net,hilight.c,2103,0
draw_hilight_net,hilight.c,2191,0
print_hilight_net,hilight.c,2285,0
list_hilights,hilight.c,2391,0
free_undo_lines,in_memory_undo.c,25,1
free_undo_rects,in_memory_undo.c,38,1
free_undo_polygons,in_memory_undo.c,51,1
free_undo_arcs,in_memory_undo.c,67,1
free_undo_wires,in_memory_undo.c,80,1
free_undo_texts,in_memory_undo.c,91,1
free_undo_instances,in_memory_undo.c,106,1
free_undo_symbols,in_memory_undo.c,120,1
mem_init_undo,in_memory_undo.c,202,1
mem_clear_undo,in_memory_undo.c,223,0
mem_delete_undo,in_memory_undo.c,244,0
mem_push_undo,in_memory_undo.c,263,0
mem_pop_undo,in_memory_undo.c,394,0
sig_handler,main.c,32,1
child_handler,main.c,64,1
main,main.c,73,0
flip_rotate_ellipse,move.c,26,0
rebuild_selected_array,move.c,52,0
check_collapsing_objects,move.c,126,0
update_symbol_bboxes,move.c,196,1
draw_selection,move.c,218,0
update_attached_floaters,move.c,534,0
copy_objects,move.c,608,0
order_wire_points,move.c,1011,1
place_moved_wire,move.c,1029,1
move_objects,move.c,1151,0
instdelete,netlist.c,27,1
instinsert,netlist.c,45,1
delinstentry,netlist.c,56,1
del_inst_table,netlist.c,67,0
hash_inst,netlist.c,82,0
hash_instances,netlist.c,123,0
delobjectentry,netlist.c,138,1
del_object_table,netlist.c,149,0
objectdelete,netlist.c,163,1
objectinsert,netlist.c,181,1
hash_object,netlist.c,198,0
hash_objects,netlist.c,288,0
instpindelete,netlist.c,324,1
instpininsert,netlist.c,343,1
delinstpinentry,netlist.c,359,1
del_inst_pin_table,netlist.c,371,1
wiredelete,netlist.c,381,1
wireinsert,netlist.c,399,1
delwireentry,netlist.c,411,1
del_wire_table,netlist.c,423,0
get_square,netlist.c,433,0
hash_inst_pin,netlist.c,451,1
hash_wire,netlist.c,505,0
hash_wires,netlist.c,555,0
check_lib,netlist.c,571,0
netlist_options,netlist.c,598,0
set_tcl_netlist_type,netlist.c,648,0
print_wires,netlist.c,669,1
record_global_node,netlist.c,708,0
get_inst_pin_coord,netlist.c,753,0
get_unnamed_node,netlist.c,779,0
name_generics,netlist.c,815,1
signal_short,netlist.c,884,1
set_lab_or_pin_inst_attr,netlist.c,905,1
set_inst_node,netlist.c,947,1
name_attached_inst_to_net,netlist.c,979,1
wirecheck,netlist.c,1007,1
name_attached_nets,netlist.c,1064,1
name_attached_inst,netlist.c,1085,1
shorted_instance,netlist.c,1109,0
skip_wire2,netlist.c,1133,1
skip_wire,netlist.c,1141,0
skip_instance2,netlist.c,1160,1
skip_instance,netlist.c,1170,0
find_pass_through_symbols,netlist.c,1197,1
instcheck,netlist.c,1239,1
name_nodes_of_pins_labels_and_propagate,netlist.c,1359,1
set_unnamed_net,netlist.c,1492,1
name_unlabeled_nets,netlist.c,1506,1
set_unnamed_inst,netlist.c,1523,1
name_unlabeled_instances,netlist.c,1539,1
reset_node_data_and_rehash,netlist.c,1565,1
show_unconnected_pins,netlist.c,1594,0
auto_set_wire_bus,netlist.c,1612,0
prepare_netlist_structs,netlist.c,1663,0
delete_inst_node,netlist.c,1705,0
delete_netlist_structs,netlist.c,1719,0
warning_overlapped_symbols,netlist.c,1740,0
sym_vs_sch_pins,netlist.c,1779,0
node_hash_lookup,node_hash.c,24,1
bus_node_hash_lookup,node_hash.c,123,0
node_hash_free_entry,node_hash.c,165,1
node_hash_free,node_hash.c,182,0
traverse_node_hash,node_hash.c,194,0
print_vhdl_signals,node_hash.c,258,0
print_verilog_signals,node_hash.c,322,0
list_nets,node_hash.c,373,0
check_opt,options.c,27,1
process_options,options.c,188,0
merge_text,paste.c,29,1
merge_wire,paste.c,55,1
merge_box,paste.c,72,1
merge_arc,paste.c,134,1
merge_polygon,paste.c,179,1
merge_line,paste.c,238,1
merge_inst,paste.c,274,1
merge_file,paste.c,325,0
ps_embedded_image,psprint.c,80,1
ps_embedded_graph,psprint.c,253,1
set_lw,psprint.c,407,1
set_ps_colors,psprint.c,415,1
ps_xdrawarc,psprint.c,425,1
ps_xdrawline,psprint.c,435,1
ps_xdrawpoint,psprint.c,441,1
ps_xfillrectangle,psprint.c,462,1
ps_drawbezier,psprint.c,473,1
ps_drawpolygon,psprint.c,524,1
ps_filledrect,psprint.c,579,1
ps_drawarc,psprint.c,631,1
ps_drawline,psprint.c,678,1
ps_draw_string_line,psprint.c,716,1
ps_draw_string,psprint.c,790,1
old_ps_draw_string,psprint.c,860,1
ps_drawgrid,psprint.c,921,1
ps_draw_symbol,psprint.c,950,1
fill_ps_colors,psprint.c,1241,1
create_ps,psprint.c,1264,0
ps_draw,psprint.c,1662,0
replace_bracket,rawtovcd.c,43,0
get_vcd_id,rawtovcd.c,53,0
read_binary_block,rawtovcd.c,75,0
read_dataset,rawtovcd.c,116,0
tobin,rawtovcd.c,171,0
write_vcd_header,rawtovcd.c,178,0
dump_vcd_waves,rawtovcd.c,209,0
free_storage,rawtovcd.c,249,0
main,rawtovcd.c,265,0
parse_cmd_string,save.c,34,0
filter_data,save.c,181,0
base64_encode,save.c,193,0
base64_decode,save.c,244,0
ascii85_encode,save.c,298,0
transpose_matrix,save.c,360,0
skip_raw_ascii_points,save.c,388,1
read_raw_ascii_point,save.c,406,1
read_raw_data_block,save.c,469,1
read_dataset,save.c,593,1
free_rawfile,save.c,854,0
base64_from_file,save.c,900,0
raw_read_from_attr,save.c,932,0
raw_add_vector,save.c,971,0
raw_read,save.c,1002,0
raw_renamevar,save.c,1077,0
raw_deletevar,save.c,1093,0
new_rawfile,save.c,1121,0
extra_rawfile,save.c,1214,0
update_op,save.c,1465,0
table_read,save.c,1509,0
raw_get_pos,save.c,1639,0
get_raw_index,save.c,1677,0
ravg_store,save.c,1720,1
plot_raw_custom_data,save.c,1821,0
get_raw_value,save.c,2323,0
read_record,save.c,2358,0
read_line,save.c,2393,0
random_string,save.c,2417,1
create_tmpdir,save.c,2448,0
open_tmpfile,save.c,2473,0
updatebbox,save.c,2493,0
save_ascii_string,save.c,2508,0
save_embedded_symbol,save.c,2540,1
save_inst,save.c,2610,1
save_wire,save.c,2651,1
save_text,save.c,2666,1
save_polygon,save.c,2683,1
save_arc,save.c,2702,1
save_box,save.c,2719,1
save_line,save.c,2736,1
write_xschem_file,save.c,2753,1
load_text,save.c,2812,1
load_wire,save.c,2838,1
load_inst,save.c,2864,1
load_polygon,save.c,2913,1
load_arc,save.c,2972,1
load_box,save.c,3016,1
load_line,save.c,3078,1
read_xschem_file,save.c,3114,1
load_ascii_string,save.c,3260,0
make_symbol,save.c,3300,0
make_schematic,save.c,3313,1
pin_compare,save.c,3349,1
schpin_compare,save.c,3366,1
sort_symbol_pins,save.c,3379,1
sort_schematic_pins,save.c,3401,0
save_schematic,save.c,3449,0
link_symbols_to_instances,save.c,3519,0
load_schematic,save.c,3556,0
clear_undo,save.c,3732,0
delete_undo,save.c,3739,0
init_undo,save.c,3757,1
push_undo,save.c,3770,0
pop_undo,save.c,3850,0
get_sym_type,save.c,3965,0
align_sch_pins_with_sym,save.c,4062,1
add_pinlayer_boxes,save.c,4112,1
use_lcc_pins,save.c,4151,1
calc_symbol_bbox,save.c,4172,1
is_from_web,save.c,4247,0
load_sym_def,save.c,4266,0
make_schematic_symbol_from_sel,save.c,5058,0
create_sch_from_sym,save.c,5092,0
descend_symbol,save.c,5211,0
round_schematic_to_grid,save.c,5341,0
save_selection,save.c,5419,0
statusmsg,scheduler.c,28,0
get_text,scheduler.c,54,1
get_symbol,scheduler.c,70,1
get_instance,scheduler.c,86,0
xschem_cmd_help,scheduler.c,113,1
xschem,scheduler.c,161,0
tclgetdoublevar,scheduler.c,6915,0
tclgetintvar,scheduler.c,6926,0
tclgetboolvar,scheduler.c,6937,0
tclgetvar,scheduler.c,6953,0
tcleval,scheduler.c,6964,0
tclresult,scheduler.c,6973,0
tclsetvar,scheduler.c,6978,0
tclsetdoublevar,scheduler.c,6985,0
tclsetintvar,scheduler.c,6994,0
tclsetboolvar,scheduler.c,7003,0
tclvareval,scheduler.c,7011,0
check_connected_nets,select.c,30,1
select_connected_nets,select.c,93,0
select_dangling_nets,select.c,164,0
symbol_bbox,select.c,322,0
del_rect_line_arc_poly,select.c,393,1
delete_wires,select.c,495,0
delete,select.c,525,0
delete_only_rect_line_arc_poly,select.c,613,0
bbox,select.c,622,0
set_first_sel,select.c,742,0
unselect_all,select.c,779,0
select_wire,select.c,900,0
select_attached_floaters,select.c,950,1
select_element,select.c,1015,0
select_text,select.c,1075,0
select_box,select.c,1120,0
select_arc,select.c,1166,0
select_polygon,select.c,1196,0
select_line,select.c,1228,0
select_object,select.c,1277,0
select_attached_nets,select.c,1338,0
select_inside,select.c,1397,0
select_touch,select.c,1623,0
floaters_from_selected_inst,select.c,1763,0
select_all,select.c,1826,0
spectre_model_name,spectre_netlist.c,29,1
spectre_netlist,spectre_netlist.c,57,1
global_spectre_netlist,spectre_netlist.c,138,0
spectre_block_netlist,spectre_netlist.c,502,0
hier_psprint_mtime,spice_netlist.c,27,1
hier_psprint,spice_netlist.c,46,0
model_name,spice_netlist.c,143,1
spice_netlist,spice_netlist.c,171,1
global_spice_netlist,spice_netlist.c,252,0
spice_block_netlist,spice_netlist.c,616,0
str_hash_lookup,spice_netlist.c,741,0
str_hash_init,spice_netlist.c,789,0
str_hash_free_entry,spice_netlist.c,798,1
str_hash_free,spice_netlist.c,811,0
int_hash_lookup,spice_netlist.c,839,0
int_hash_init,spice_netlist.c,885,0
int_hash_free_entry,spice_netlist.c,894,1
int_hash_free,spice_netlist.c,906,0
ptr_hash_lookup,spice_netlist.c,936,0
ptr_hash_init,spice_netlist.c,982,0
ptr_hash_free_entry,spice_netlist.c,991,1
ptr_hash_free,spice_netlist.c,1003,0
check_wire_storage,store.c,26,0
check_selected_storage,store.c,35,0
check_text_storage,store.c,44,0
check_symbol_storage,store.c,53,0
check_inst_storage,store.c,67,0
check_arc_storage,store.c,84,0
check_box_storage,store.c,96,0
check_line_storage,store.c,108,0
check_polygon_storage,store.c,120,0
store_arc,store.c,132,0
store_poly,store.c,174,0
storeobject,store.c,226,0
svg_restore_lw,svgdraw.c,40,1
svg_xdrawline,svgdraw.c,45,1
svg_xdrawpoint,svgdraw.c,67,1
svg_xfillrectangle,svgdraw.c,73,1
svg_drawbezier,svgdraw.c,104,1
svg_drawpolygon,svgdraw.c,154,1
svg_filledrect,svgdraw.c,207,1
svg_drawcircle,svgdraw.c,272,1
svg_drawarc,svgdraw.c,292,1
svg_drawline,svgdraw.c,359,1
svg_draw_string_line,svgdraw.c,373,1
svg_draw_string,svgdraw.c,436,1
old_svg_draw_string,svgdraw.c,505,1
svg_drawgrid,svgdraw.c,563,1
svg_embedded_image,svgdraw.c,589,1
svg_draw_symbol,svgdraw.c,690,1
fill_svg_colors,svgdraw.c,928,1
svg_draw,svgdraw.c,973,0
tedax_netlist,tedax_netlist.c,24,1
tedax_block_netlist,tedax_netlist.c,72,1
global_tedax_netlist,tedax_netlist.c,124,0
str_hash,token.c,28,0
find_bracket,token.c,39,1
floater_hash_all_names,token.c,45,0
tcl_hook2,token.c,59,0
is_generator,token.c,81,0
sanitize,token.c,115,0
get_generator_command,token.c,139,0
match_symbol,token.c,182,0
set_different_token,token.c,207,0
list_tokens,token.c,308,0
get_sym_pin_number,token.c,362,1
get_inst_pin_number,token.c,377,0
get_pin_and_attr,token.c,393,1
get_tok_value,token.c,438,0
get_sym_template,token.c,536,0
get_pin_attr_from_inst,token.c,629,1
get_last_used_index,token.c,664,0
hash_names,token.c,679,0
name_is_used,token.c,723,1
new_prop_string,token.c,760,0
check_unique_names,token.c,820,0
is_quoted,token.c,885,1
xis_quoted,token.c,893,0
is_expr,token.c,926,0
print_vhdl_primitive,token.c,937,1
subst_token,token.c,1234,0
get_trailing_path,token.c,1414,0
get_cell,token.c,1444,0
get_cell_w_ext,token.c,1450,0
count_items,token.c,1458,0
print_vhdl_element,token.c,1484,0
print_generic,token.c,1662,0
print_verilog_param,token.c,1775,0
print_tedax_subckt,token.c,1864,0
has_included_subcircuit,token.c,1887,1
print_spice_subckt_nodes,token.c,2007,0
print_spectre_subckt_nodes,token.c,2168,0
has_token,token.c,2328,0
print_spice_element,token.c,2347,0
print_spectre_element,token.c,2726,0
print_tedax_element,token.c,3118,0
print_verilog_primitive,token.c,3462,1
print_verilog_element,token.c,3771,0
net_name,token.c,3961,0
isonlydigit,token.c,4046,0
trim_chars,token.c,4069,0
find_nth,token.c,4113,0
get_pin_attr,token.c,4169,1
spice_get_node,token.c,4315,0
get_fqdevice,token.c,4378,0
translate,token.c,4462,0
translate2,token.c,5299,0
translate3,token.c,5446,0
verilog_netlist,verilog_netlist.c,25,1
global_verilog_netlist,verilog_netlist.c,78,0
verilog_block_netlist,verilog_netlist.c,418,0
vhdl_netlist,vhdl_netlist.c,25,1
global_vhdl_netlist,vhdl_netlist.c,105,0
vhdl_block_netlist,vhdl_netlist.c,506,0
client_msg,xinit.c,55,1
get_save_xctx,xinit.c,83,0
get_window_path,xinit.c,94,0
get_old_xctx,xinit.c,99,0
get_last_created_window,xinit.c,105,0
get_last_created_window_path,xinit.c,110,0
get_window_count,xinit.c,119,0
window_state,xinit.c,124,1
windowid,xinit.c,202,0
err,xinit.c,248,1
find_best_color,xinit.c,260,1
init_color_array,xinit.c,308,1
init_pixdata,xinit.c,341,0
free_xschem_data,xinit.c,385,1
create_gc,xinit.c,443,0
free_gc,xinit.c,457,0
alloc_xschem_data,xinit.c,466,1
delete_schematic_data,xinit.c,727,1
compare_schematics,xinit.c,758,0
xwin_exit,xinit.c,932,1
build_colors,xinit.c,1040,0
set_clip_mask,xinit.c,1088,0
pending_events,xinit.c,1125,0
toggle_fullscreen,xinit.c,1132,0
tclexit,xinit.c,1198,1
source_tcl_file,xinit.c,1204,1
preview_window,xinit.c,1232,0
get_tab_or_window_number,xinit.c,1338,0
swap_tabs,xinit.c,1367,0
swap_windows,xinit.c,1417,0
check_loaded,xinit.c,1492,0
switch_window,xinit.c,1522,1
switch_tab,xinit.c,1574,1
create_new_window,xinit.c,1633,1
create_new_tab,xinit.c,1758,1
destroy_window,xinit.c,1874,1
destroy_tab,xinit.c,1945,1
destroy_all_windows,xinit.c,2017,1
destroy_all_tabs,xinit.c,2085,1
new_schematic,xinit.c,2135,0
change_linewidth,xinit.c,2169,0
create_memory_cairo_ctx,xinit.c,2213,0
resetcairo,xinit.c,2234,1
resetwin,xinit.c,2307,0
tclmainloop,xinit.c,2418,0
Tcl_AppInit,xinit.c,2423,0
